"","game","platform","publisher","NA_Sales","Total_Sales","Release_Date","PAL_Sales","JP_Sales","Other_Sales"
"213","NBA 2K13    ","X360","2K Sports  ","2.62m","3.11m","02nd Oct 12  ","0.21m","0.01m","0.28m"
"214","Mario Kart: Super Circuit    ","GBA","Nintendo  ","2.62m","5.47m","26th Aug 01  ","1.64m","0.99m","0.23m"
"215","The Legend of Zelda: The Wind Waker    ","GC","Nintendo  ","2.60m","4.60m","26th Mar 03  ","0.99m","0.89m","0.13m"
"216","StarCraft II: Wings of Liberty    ","PC","Blizzard Entertainment  ","2.60m","4.86m","27th Jul 10  ","1.70m","N/A","0.56m"
"217","Crash Team Racing    ","PS","Sony Computer Entertainment  ","2.57m","4.79m","30th Sep 99  ","1.57m","0.44m","0.21m"
"218","The Elder Scrolls V: Skyrim    ","PS3","Bethesda Softworks  ","2.57m","6.49m","11th Nov 11  ","2.68m","0.25m","0.99m"
"219","World of Warcraft: The Burning Crusade    ","PC","Blizzard Entertainment  ","2.57m","4.09m","16th Jan 07  ","1.52m","N/A","N/A"
"220","Mario & Sonic at the Olympic Games    ","Wii","Sega  ","2.57m","8.00m","06th Nov 07  ","3.87m","0.66m","0.90m"
"221","Pokémon Emerald Version    ","GBA","Nintendo  ","2.57m","6.41m","30th Apr 05  ","1.58m","2.06m","0.21m"
"222","NBA 2K16    ","PS4","2K Sports  ","2.56m","3.98m","29th Sep 15  ","0.66m","0.05m","0.71m"
"223","Missile Command    ","2600","Atari  ","2.56m","2.76m","01st Jan 81  ","0.17m","N/A","0.03m"
"224","Pokémon Crystal Version    ","GBC","Nintendo  ","2.55m","6.39m","29th Jul 01  ","1.56m","1.29m","0.99m"
"225","Uncharted: The Nathan Drake Collection    ","PS4","Sony Computer Entertainment  ","2.55m","5.70m","07th Oct 15  ","2.11m","0.10m","0.94m"
"226","Assassin's Creed II    ","PS3","Ubisoft  ","2.54m","5.57m","17th Nov 09  ","1.95m","0.21m","0.86m"
"227","Madden NFL 13    ","X360","EA Sports  ","2.53m","2.93m","28th Aug 12  ","0.16m","N/A","0.24m"
"228","SOCOM: U.S. Navy SEALs    ","PS2","Sony Computer Entertainment  ","2.53m","3.65m","27th Aug 02  ","0.81m","0.06m","0.24m"
"229","Destiny    ","PS4","Activision  ","2.53m","5.76m","09th Sep 14  ","2.13m","0.16m","0.94m"
"230","Nintendo Land    ","WiiU","Nintendo  ","2.52m","4.63m","18th Nov 12  ","1.23m","0.51m","0.38m"
"231","Madden NFL 10    ","X360","EA Sports  ","2.52m","2.83m","14th Aug 09  ","0.09m","N/A","0.22m"
"232","Fable II    ","X360","Microsoft Game Studios  ","2.51m","4.28m","21st Oct 08  ","1.24m","0.11m","0.41m"
"233","Madden NFL 2002    ","PS2","EA Sports  ","2.50m","3.08m","19th Aug 01  ","0.16m","0.01m","0.42m"
"234","Diablo III    ","PC","Blizzard Entertainment  ","2.50m","5.26m","15th May 12  ","2.23m","N/A","0.53m"
"235","Animal Crossing: Wild World    ","DS","Nintendo  ","2.50m","12.14m","05th Dec 05  ","3.46m","5.33m","0.86m"
"236","The Legend of Zelda: Ocarina of Time 3D    ","3DS","Nintendo  ","2.50m","5.33m","19th Jun 11  ","1.80m","0.65m","0.39m"
"237","Star Wars Battlefront (2015)    ","XOne","Electronic Arts  ","2.49m","4.15m","17th Nov 15  ","1.26m","0.02m","0.38m"
"238","Super Mario Land 3: Wario Land    ","GB","Nintendo  ","2.49m","5.19m","09th Feb 94  ","0.98m","1.57m","0.15m"
"239","Street Fighter II: The World Warrior    ","SNES","Capcom  ","2.47m","6.30m","01st Jul 92  ","0.83m","2.87m","0.12m"
"240","WWF War Zone    ","PS","Acclaim Entertainment  ","2.47m","3.36m","14th Jul 98  ","0.76m","N/A","0.13m"
"241","Animal Crossing: New Leaf    ","3DS","Nintendo  ","2.46m","10.90m","09th Jun 13  ","3.06m","4.90m","0.48m"
"242","Pokémon: Ultra Sun and Ultra Moon    ","3DS","Nintendo  ","2.46m","7.15m","17th Nov 17  ","1.74m","2.55m","0.40m"
"243","Daxter    ","PSP","Sony Computer Entertainment  ","2.45m","4.23m","14th Mar 06  ","1.02m","N/A","0.77m"
"244","Metal Gear Solid 2: Sons of Liberty    ","PS2","Konami  ","2.45m","6.05m","12th Nov 01  ","2.01m","0.87m","0.72m"
"245","Borderlands    ","X360","2K Games  ","2.43m","3.48m","20th Oct 09  ","0.72m","0.03m","0.30m"
"246","Madden NFL 12    ","X360","EA Sports  ","2.43m","2.70m","30th Aug 11  ","0.11m","N/A","0.16m"
"247","The Legend of Zelda: A Link to the Past    ","SNES","Nintendo  ","2.42m","4.61m","13th Apr 92  ","0.91m","1.15m","0.13m"
"248","The Last of Us    ","PS3","Sony Computer Entertainment America  ","2.41m","6.27m","14th Jun 13  ","2.57m","0.29m","0.99m"
"249","LEGO Indiana Jones: The Original Adventures    ","X360","LucasArts  ","2.40m","3.76m","03rd Jun 08  ","1.01m","N/A","0.36m"
"250","Madden NFL 16    ","PS4","EA Sports  ","2.39m","3.30m","25th Aug 15  ","0.31m","N/A","0.61m"
"251","Madden NFL 11    ","X360","EA Sports  ","2.38m","2.69m","10th Aug 10  ","0.12m","N/A","0.19m"
"252","Luigi's Mansion    ","GC","Nintendo  ","2.38m","3.60m","17th Nov 01  ","0.67m","0.46m","0.10m"
"253","Space Invaders    ","2600","Atari  ","2.36m","2.53m","01st Jan 78  ","0.14m","N/A","0.03m"
"254","Driver 2    ","PS","Atari  ","2.36m","4.73m","13th Nov 00  ","2.10m","0.02m","0.25m"
"255","Forza Motorsport 2    ","X360","Microsoft Game Studios  ","2.35m","4.05m","29th May 07  ","1.27m","0.03m","0.41m"
"256","Assassin's Creed: Unity    ","XOne","Ubisoft  ","2.34m","3.58m","11th Nov 14  ","0.90m","0.00m","0.34m"
"257","NBA 2K12    ","X360","2K Sports  ","2.32m","2.64m","04th Oct 11  ","0.14m","0.01m","0.17m"
"258","God of War II    ","PS2","Sony Computer Entertainment  ","2.32m","4.07m","13th Mar 07  ","0.04m","0.04m","1.67m"
"259","Uncharted: Drake's Fortune    ","PS3","Sony Computer Entertainment  ","2.32m","4.97m","16th Nov 07  ","1.73m","0.12m","0.80m"
"260","Guitar Hero: World Tour    ","Wii","Activision  ","2.32m","3.62m","26th Oct 08  ","0.96m","N/A","0.34m"
"261","Star Wars Episode I Racer    ","N64","LucasArts  ","2.31m","3.12m","19th May 99  ","0.62m","0.14m","0.04m"
"262","Super Mario 3D World    ","WiiU","Nintendo  ","2.31m","5.01m","22nd Nov 13  ","1.54m","0.79m","0.37m"
"263","Madden NFL 17    ","PS4","EA Sports  ","2.30m","3.28m","23rd Aug 16  ","0.37m","N/A","0.60m"
"264","Tomb Raider II    ","PS","Eidos Interactive  ","2.30m","5.24m","31st Oct 97  ","2.46m","0.20m","0.28m"
"265","New Super Mario Bros. U    ","WiiU","Nintendo  ","2.30m","5.62m","18th Nov 12  ","1.63m","1.32m","0.38m"
"266","Theme Hospital    ","PC","Electronic Arts  ","2.30m","2.40m","31st Mar 97  ","0.10m","N/A","N/A"
"267","Tony Hawk's Underground    ","PS2","Activision  ","2.29m","3.90m","27th Oct 03  ","1.17m","0.01m","0.42m"
"268","Marvel: Ultimate Alliance    ","X360","Activision  ","2.29m","2.50m","24th Oct 06  ","0.02m","N/A","0.19m"
"269","Tomb Raider    ","PS","Eidos Interactive  ","2.29m","4.63m","14th Nov 96  ","1.97m","0.13m","0.24m"
"270","Final Fantasy VIII    ","PS","Square EA  ","2.28m","7.86m","07th Sep 99  ","1.72m","3.63m","0.23m"
"271","Namco Museum Vol.3    ","PS","Namco  ","2.28m","4.05m","31st Jan 97  ","1.55m","0.16m","0.06m"
"272","NBA 2K17    ","PS4","2K Sports  ","2.28m","3.52m","16th Sep 16  ","0.59m","0.03m","0.63m"
"273","Assassin's Creed: Revelations    ","X360","Ubisoft  ","2.28m","4.22m","15th Nov 11  ","1.47m","0.04m","0.44m"
"274","Half-Life 2    ","PC","VU Games  ","2.28m","2.37m","16th Nov 04  ","0.02m","0.08m","N/A"
"275","Tekken 2    ","PS","Namco  ","2.26m","5.74m","25th Aug 96  ","1.89m","1.36m","0.23m"
"276","Batman: Arkham Asylum    ","PS3","Eidos Interactive  ","2.26m","4.28m","25th Aug 09  ","1.33m","0.07m","0.63m"
"277","Killer Instinct    ","SNES","Nintendo  ","2.26m","3.20m","01st Aug 95  ","0.72m","0.12m","0.10m"
"278","Batman: Arkham Asylum    ","X360","Eidos Interactive  ","2.24m","3.54m","25th Aug 09  ","0.95m","0.02m","0.33m"
"279","Pokémon Snap    ","N64","Nintendo  ","2.23m","3.63m","30th Jun 99  ","0.68m","0.66m","0.06m"
"280","Mario & Luigi: Bowser's Inside Story    ","DS","Nintendo  ","2.23m","3.77m","14th Sep 09  ","0.47m","0.81m","0.27m"
"281","SOCOM II: U.S. Navy SEALs    ","PS2","Sony Computer Entertainment  ","2.22m","2.94m","04th Nov 03  ","0.51m","0.06m","0.15m"
"282","Madden NFL 09    ","X360","EA Sports  ","2.21m","2.54m","12th Aug 08  ","0.12m","N/A","0.20m"
"283","Minecraft    ","PS3","Sony Computer Entertainment America  ","2.21m","6.05m","16th May 14  ","2.86m","N/A","0.99m"
"284","The Legend of Zelda: Link's Awakening    ","GB","Nintendo  ","2.21m","3.83m","01st Aug 93  ","0.96m","0.54m","0.13m"
"285","Kingdom Hearts II    ","PS2","Square Enix  ","2.20m","4.33m","28th Mar 06  ","0.58m","1.38m","0.17m"
"286","Battlefield 1    ","PS4","Electronic Arts  ","2.20m","7.26m","21st Oct 16  ","3.65m","0.29m","1.12m"
"287","Horizon: Zero Dawn    ","PS4","Sony Interactive Entertainment  ","2.20m","5.82m","28th Feb 17  ","2.43m","0.28m","0.92m"
"288","NBA Street    ","PS2","EA Sports BIG   ","2.19m","2.79m","18th Jun 01  ","0.22m","N/A","0.38m"
"289","Zelda II: The Adventure of Link    ","NES","Nintendo  ","2.19m","4.38m","01st Sep 88  ","0.50m","1.61m","0.08m"
"290","Madden NFL 08    ","X360","EA Sports  ","2.18m","2.37m","14th Aug 07  ","0.01m","N/A","0.18m"
"291","Star Wars Battlefront II (US sales)    ","PS2","LucasArts  ","2.18m","2.27m","01st Nov 05  ","0.07m","N/A","0.02m"
"292","Star Wars Battlefront II    ","PS2","LucasArts  ","2.18m","3.59m","01st Nov 05  ","1.02m","0.03m","0.37m"
"293","Dr. Mario    ","GB","Nintendo  ","2.18m","5.34m","01st Dec 90  ","0.96m","2.00m","0.20m"
"294","Fallout 3    ","PS3","Bethesda Softworks  ","2.18m","4.00m","28th Oct 08  ","1.15m","0.07m","0.61m"
"295","Destiny    ","XOne","Activision  ","2.17m","3.41m","09th Sep 14  ","0.92m","N/A","0.32m"
"296","Dragon Ball Z: Budokai    ","PS2","Atari  ","2.17m","3.09m","03rd Dec 02  ","0.28m","0.55m","0.08m"
"297","Gears of War 4    ","XOne","Microsoft Studios  ","2.17m","3.38m","11th Oct 16  ","0.90m","N/A","0.32m"
"298","Battlefield 4    ","X360","Electronic Arts  ","2.16m","3.54m","29th Oct 13  ","1.05m","0.02m","0.32m"
"299","ESPN NFL 2K5    ","PS2","Sega  ","2.15m","2.62m","20th Jul 04  ","0.12m","N/A","0.36m"
"300","Sports Champions    ","PS3","Sony Computer Entertainment  ","2.15m","3.88m","17th Sep 10  ","1.13m","0.10m","0.50m"
"301","Dance Central    ","X360","MTV Games  ","2.15m","3.18m","04th Nov 10  ","0.76m","0.01m","0.26m"
"302","Frogger's Adventures: Temple of the Frog    ","GBA","Konami  ","2.15m","2.39m","24th Oct 01  ","0.18m","N/A","0.07m"
"303","Madden NFL 08    ","PS2","EA Sports  ","2.14m","2.57m","14th Aug 07  ","0.08m","N/A","0.35m"
"304","Madden NFL 17    ","XOne","EA Sports  ","2.14m","2.44m","23rd Aug 16  ","0.04m","N/A","0.26m"
"305","Need for Speed III: Hot Pursuit    ","PS","Electronic Arts  ","2.14m","3.12m","25th Mar 98  ","0.86m","N/A","0.13m"
"306","Spyro 2: Ripto's Rage!    ","PS","Sony Computer Entertainment  ","2.14m","3.52m","31st Oct 99  ","1.21m","0.01m","0.17m"
"307","NBA 2K18    ","PS4","2K Sports  ","2.13m","3.34m","19th Sep 17  ","0.57m","0.04m","0.59m"
"308","Resident Evil 5    ","X360","Capcom  ","2.13m","3.53m","13th Mar 09  ","0.93m","0.12m","0.34m"
"309","Madden NFL 16    ","XOne","EA Sports  ","2.13m","2.47m","25th Aug 15  ","0.08m","N/A","0.26m"
"310","Tony Hawk's Pro Skater 4    ","PS2","Activision  ","2.13m","3.67m","23rd Oct 02  ","1.18m","0.01m","0.35m"
"311","Super Mario Party    ","NS","Nintendo  ","2.12m","4.97m","05th Oct 18  ","1.64m","0.85m","0.36m"
"312","Namco Museum Vol.1    ","PS","Namco  ","2.12m","3.84m","31st Jul 96  ","1.44m","0.22m","0.06m"
"313","Madden NFL 13    ","PS3","EA Sports  ","2.12m","2.71m","28th Aug 12  ","0.24m","N/A","0.36m"
"314","Twisted Metal 2    ","PS","Sony Computer Entertainment  ","2.12m","2.44m","31st Oct 96  ","0.25m","N/A","0.07m"
"315","Carnival Games    ","Wii","Global Star Software  ","2.12m","4.06m","28th Aug 07  ","1.47m","0.05m","0.42m"
"316","NBA 2K14    ","X360","2K Sports  ","2.11m","2.57m","11th Oct 13  ","0.19m","0.00m","0.27m"
"317","Battlefield: Bad Company 2    ","X360","Electronic Arts  ","2.11m","3.48m","02nd Mar 10  ","1.01m","0.04m","0.33m"
"318","EA Sports Active    ","Wii","EA Sports  ","2.11m","3.93m","19th May 09  ","1.35m","0.06m","0.40m"
"319","Tetris Plus    ","PS","Jaleco  ","2.10m","2.40m","18th Oct 96  ","0.24m","N/A","0.07m"
"320","Guitar Hero: On Tour    ","DS","Activision  ","2.10m","3.46m","22nd Jun 08  ","1.01m","0.01m","0.35m"
"321","Donkey Kong Country 2: Diddy's Kong Quest    ","SNES","Nintendo  ","2.10m","5.15m","20th Nov 95  ","0.74m","2.20m","0.11m"
"322","The Elder Scrolls III: Morrowind    ","XB","Bethesda Softworks  ","2.09m","2.86m","06th Jun 02  ","0.63m","0.03m","0.11m"
"323","Namco Museum: 50th Anniversary    ","PS2","Namco  ","2.08m","3.98m","30th Aug 05  ","1.35m","N/A","0.54m"
"324","Resident Evil 4    ","PS2","Capcom  ","2.08m","3.62m","25th Oct 05  ","0.83m","0.46m","0.25m"
"325","Jak and Daxter: The Precursor Legacy    ","PS2","Sony Computer Entertainment  ","2.08m","3.64m","04th Dec 01  ","1.09m","0.15m","0.33m"
"326","Forza Motorsport 4    ","X360","Microsoft Studios  ","2.08m","4.60m","11th Oct 11  ","1.98m","0.06m","0.49m"
"327","ATV Offroad Fury    ","PS2","Sony Computer Entertainment  ","2.07m","2.41m","05th Feb 01  ","0.26m","N/A","0.08m"
"328","Pac-Man Collection    ","GBA","Namco  ","2.07m","2.94m","12th Jul 01  ","0.77m","0.05m","0.05m"
"329","Crash Bandicoot: The Wrath of Cortex    ","PS2","Universal Interactive  ","2.07m","5.42m","29th Oct 01  ","2.29m","0.24m","0.82m"
"330","LEGO Batman: The Videogame    ","X360","Warner Bros. Interactive  ","2.07m","3.44m","23rd Sep 08  ","1.04m","N/A","0.34m"
"331","Ace Combat 04: Shattered Skies    ","PS2","Namco  ","2.06m","3.17m","01st Nov 01  ","0.56m","0.38m","0.17m"
"332","Halo: The Master Chief Collection    ","XOne","Microsoft Studios  ","2.06m","3.44m","11th Nov 14  ","1.04m","0.03m","0.31m"
"333","Frogger    ","2600","Parker Bros.  ","2.06m","2.20m","01st Jan 82  ","0.12m","N/A","0.02m"
"334","Doom II    ","PC","GT Interactive  ","2.05m","3.61m","30th Sep 94  ","1.40m","N/A","0.16m"
"335","Madden NFL 11    ","PS3","EA Sports  ","2.05m","2.40m","10th Aug 10  ","0.15m","N/A","0.20m"
"336","Resident Evil    ","PS","Capcom  ","2.05m","5.05m","30th Mar 96  ","1.16m","1.11m","0.73m"
"337","Disney Epic Mickey    ","Wii","Disney Interactive Studios  ","2.04m","3.02m","30th Nov 10  ","0.63m","0.12m","0.23m"
"338","Excitebike    ","NES","Nintendo  ","2.04m","4.16m","18th Oct 85  ","0.48m","1.57m","0.07m"
"339","Sim Theme Park    ","PC","Electronic Arts  ","2.04m","2.08m","31st Oct 99  ","0.04m","N/A","N/A"
"340","Street Fighter IV    ","PS3","Capcom  ","2.04m","4.19m","17th Feb 09  ","1.05m","0.59m","0.52m"
"341","The Legend of Zelda: Skyward Sword    ","Wii","Nintendo  ","2.03m","3.96m","20th Nov 11  ","1.18m","0.37m","0.39m"
"342","Syphon Filter    ","PS","989 Studios  ","2.03m","2.88m","31st Jan 99  ","0.72m","0.02m","0.11m"
"343","Mike Tyson's Punch-Out!!    ","NES","Nintendo  ","2.03m","3.02m","01st Oct 87  ","0.47m","0.45m","0.07m"
"344","The Sims: Unleashed    ","PC","Electronic Arts  ","2.03m","3.76m","23rd Sep 02  ","1.56m","N/A","0.17m"
"345","NBA Live 2005    ","PS2","EA Sports  ","2.03m","2.59m","28th Sep 04  ","0.21m","N/A","0.35m"
"346","Need for Speed: Most Wanted    ","PS2","Electronic Arts  ","2.03m","4.37m","15th Nov 05  ","1.79m","0.08m","0.47m"
"347","Madden NFL 10    ","PS3","EA Sports  ","2.03m","2.37m","14th Aug 09  ","0.13m","N/A","0.21m"
"348","Luigi's Mansion: Dark Moon    ","3DS","Nintendo  ","2.03m","5.44m","24th Mar 13  ","1.88m","1.17m","0.36m"
"349","The Simpsons: Road Rage    ","PS2","Electronic Arts  ","2.02m","3.61m","24th Nov 01  ","1.17m","N/A","0.42m"
"350","Madden NFL 25    ","X360","EA Sports  ","2.02m","2.33m","27th Aug 13  ","0.07m","N/A","0.25m"
"351","Guitar Hero II    ","X360","RedOctane  ","2.01m","2.21m","03rd Apr 07  ","0.02m","N/A","0.17m"
"352","NBA 2K16    ","XOne","2K Sports  ","2.01m","2.41m","29th Sep 15  ","0.15m","N/A","0.25m"
"353","WWF SmackDown!    ","PS","THQ  ","2.01m","3.58m","01st Mar 00  ","1.35m","0.06m","0.16m"
"354","Star Wars: Shadows of the Empire    ","N64","Nintendo  ","2.00m","2.65m","03rd Dec 96  ","0.50m","0.12m","0.03m"
"355","Midnight Club: Street Racing    ","PS2","Rockstar Games  ","2.00m","2.63m","25th Oct 00  ","0.47m","0.02m","0.14m"
"356","Demon Attack    ","2600","Imagic  ","1.99m","2.13m","01st Jan 82  ","0.12m","N/A","0.02m"
"357","Mass Effect 2     ","X360","Electronic Arts  ","1.99m","3.10m","26th Jan 10  ","0.81m","0.03m","0.27m"
"358","Max Payne    ","PS2","Rockstar Games  ","1.99m","3.31m","06th Dec 01  ","1.05m","0.05m","0.22m"
"359","Fable    ","XB","Microsoft Game Studios  ","1.99m","2.66m","14th Sep 04  ","0.58m","N/A","0.09m"
"360","Wave Race 64    ","N64","Nintendo  ","1.98m","2.94m","05th Nov 96  ","0.58m","0.34m","0.04m"
"361","Mortal Kombat Trilogy    ","PS","Midway Games  ","1.98m","2.79m","01st Sep 96  ","0.70m","N/A","0.11m"
"362","Mortal Kombat (2011)    ","PS3","Warner Bros. Interactive Entertainment  ","1.98m","2.90m","19th Apr 11  ","0.54m","N/A","0.38m"
"363","LEGO Star Wars: The Video Game    ","PS2","Eidos Interactive  ","1.98m","3.53m","02nd Apr 05  ","1.14m","0.01m","0.41m"
"364","Saints Row 2    ","X360","THQ  ","1.98m","3.07m","14th Oct 08  ","0.79m","0.02m","0.28m"
"365","Medal of Honor: Rising Sun    ","PS2","Electronic Arts  ","1.98m","5.13m","11th Nov 03  ","2.23m","0.13m","0.80m"
"366","Donkey Kong Land    ","GB","Nintendo  ","1.97m","3.91m","26th Jul 95  ","0.76m","1.07m","0.11m"
"367","Metroid Prime    ","GC","Nintendo  ","1.96m","2.82m","17th Nov 02  ","0.67m","0.10m","0.09m"
"368","Resident Evil 5    ","PS3","Capcom  ","1.96m","5.10m","13th Mar 09  ","1.42m","1.08m","0.64m"
"369","Rugrats in Paris: The Movie    ","PS","THQ  ","1.96m","3.52m","29th Oct 00  ","1.33m","N/A","0.23m"
"370","A Bug's Life    ","PS","Sony Computer Entertainment  ","1.96m","2.79m","31st Oct 98  ","0.72m","N/A","0.11m"
"371","Super Paper Mario    ","Wii","Nintendo  ","1.95m","3.73m","09th Apr 07  ","0.87m","0.59m","0.32m"
"372","Mortal Kombat    ","GEN","Arena Entertainment  ","1.95m","2.67m","13th Sep 93  ","0.63m","N/A","0.09m"
"373","WCW/nWo Revenge    ","N64","THQ  ","1.94m","2.38m","26th Oct 98  ","0.39m","0.03m","0.02m"
"374","Who Wants to be a Millionaire    ","PC","Disney Interactive Studios  ","1.94m","1.94m","23rd Nov 99  ","0.00m","N/A","N/A"
"375","Wipeout: The Game    ","Wii","Activision  ","1.94m","2.08m","22nd Jun 10  ","N/A","N/A","0.14m"
"376","The Lord of the Rings: The Two Towers    ","PS2","Electronic Arts  ","1.94m","4.67m","21st Oct 02  ","1.95m","0.08m","0.70m"
"377","Mortal Kombat X    ","PS4","Warner Bros. Interactive Entertainment  ","1.94m","3.49m","14th Apr 15  ","0.94m","N/A","0.61m"
"378","Mass Effect 3    ","X360","Electronic Arts  ","1.94m","3.04m","06th Mar 12  ","0.84m","0.03m","0.24m"
"379","Madden NFL 12    ","PS3","EA Sports  ","1.93m","2.27m","30th Aug 11  ","0.15m","N/A","0.18m"
"380","Spyro: Year of the Dragon    ","PS","Sony Computer Entertainment  ","1.93m","3.71m","23rd Oct 00  ","1.58m","N/A","0.19m"
"381","Rock Band    ","X360","MTV Games  ","1.93m","2.47m","20th Nov 07  ","0.33m","N/A","0.21m"
"382","Star Wars Battlefront    ","PS2","LucasArts  ","1.93m","3.61m","20th Sep 04  ","1.22m","0.03m","0.44m"
"383","Call of Duty: Ghosts    ","XOne","Activision  ","1.92m","3.07m","22nd Nov 13  ","0.86m","N/A","0.28m"
"384","Destiny 2    ","PS4","Activision  ","1.92m","4.14m","06th Sep 17  ","1.44m","0.10m","0.69m"
"385","Final Fantasy X-2    ","PS2","Square Enix  ","1.92m","5.29m","18th Nov 03  ","1.08m","2.11m","0.17m"
"386","World Class Track Meet    ","NES","Bandai  ","1.92m","3.08m","01st Sep 87  ","0.45m","0.64m","0.07m"
"387","Animal Crossing    ","GC","Nintendo  ","1.92m","3.15m","15th Sep 02  ","0.16m","0.99m","0.09m"
"388","ATV Offroad Fury 2    ","PS2","Sony Computer Entertainment  ","1.92m","2.18m","09th Nov 02  ","0.20m","N/A","0.06m"
"389","Assassin's Creed    ","PS3","Ubisoft  ","1.91m","4.83m","13th Nov 07  ","2.01m","0.09m","0.82m"
"390","Kung Fu Panda    ","X360","Activision  ","1.91m","3.05m","03rd Jun 08  ","0.84m","N/A","0.29m"
"391","Just Dance 2014    ","Wii","Ubisoft  ","1.91m","3.89m","08th Oct 13  ","1.66m","N/A","0.33m"
"392","The Legend of Zelda: Majora's Mask    ","N64","Nintendo  ","1.90m","3.36m","25th Oct 00  ","0.67m","0.73m","0.06m"
"393","Assassin's Creed IV: Black Flag    ","X360","Ubisoft  ","1.90m","3.34m","29th Oct 13  ","1.14m","0.01m","0.30m"
"394","James Bond 007: Agent Under Fire    ","PS2","Electronic Arts  ","1.90m","3.53m","13th Nov 01  ","1.13m","0.10m","0.41m"
"395","Splatoon 2    ","NS","Nintendo  ","1.90m","7.04m","21st Jul 17  ","1.80m","3.01m","0.34m"
"396","True Crime: Streets of LA    ","PS2","Activision  ","1.89m","3.27m","03rd Nov 03  ","1.05m","0.02m","0.31m"
"397","Minecraft    ","PS4","Sony Computer Entertainment  ","1.89m","6.33m","07th Oct 14  ","3.13m","0.35m","0.96m"
"398","Borderlands 2    ","X360","2K Games  ","1.89m","3.06m","15th Jan 13  ","0.88m","0.04m","0.26m"
"399","Final Fantasy XII    ","PS2","Square Enix  ","1.88m","5.95m","31st Oct 06  ","0.00m","2.33m","1.74m"
"400","Resident Evil 2    ","PS","Capcom  ","1.88m","5.82m","21st Jan 98  ","1.47m","2.02m","0.45m"
"401","Titanfall    ","XOne","Electronic Arts  ","1.88m","3.11m","11th Mar 14  ","0.91m","0.04m","0.28m"
"402","Mario & Sonic at the Olympic Winter Games    ","Wii","Sega  ","1.87m","4.54m","13th Oct 09  ","1.97m","0.22m","0.48m"
"403","Banjo-Kazooie    ","N64","Nintendo  ","1.87m","3.65m","31st May 98  ","1.13m","0.55m","0.10m"
